timestamp,location,customer_id
2019-09-02 07:17:00,spices,0_6
2019-09-02 07:18:00,spices,0_25
2019-09-02 07:18:00,checkout,0_29
2019-09-02 07:18:00,drinks,0_30
2019-09-02 07:18:00,checkout,0_31
2019-09-02 07:18:00,drinks,0_34
2019-09-02 07:18:00,dairy,0_35
2019-09-02 07:18:00,drinks,0_6
2019-09-02 07:19:00,drinks,0_25
2019-09-02 07:19:00,dairy,0_27
2019-09-02 07:19:00,checkout,0_28
2019-09-02 07:19:00,fruit,0_30
2019-09-02 07:19:00,drinks,0_35
2019-09-02 07:20:00,checkout,0_19
2019-09-02 07:20:00,checkout,0_24
2019-09-02 07:20:00,dairy,0_26
2019-09-02 07:20:00,dairy,0_30
2019-09-02 07:20:00,checkout,0_32
2019-09-02 07:20:00,dairy,0_33
2019-09-02 07:20:00,dairy,0_36
2019-09-02 07:21:00,fruit,0_30
2019-09-02 07:21:00,checkout,0_36
2019-09-02 07:22:00,checkout,0_17
2019-09-02 07:22:00,checkout,0_25
2019-09-02 07:22:00,spices,0_33
2019-09-02 07:22:00,checkout,0_35
2019-09-02 07:22:00,fruit,0_37
2019-09-02 07:22:00,fruit,0_38
2019-09-02 07:23:00,checkout,0_30
2019-09-02 07:23:00,dairy,0_33
2019-09-02 07:24:00,checkout,0_26
2019-09-02 07:24:00,drinks,0_33
2019-09-02 07:25:00,spices,0_34
2019-09-02 07:25:00,spices,0_6
2019-09-02 07:26:00,spices,0_33
2019-09-02 07:26:00,fruit,0_34
2019-09-02 07:26:00,checkout,0_37
2019-09-02 07:26:00,dairy,0_38
2019-09-02 07:26:00,dairy,0_39
2019-09-02 07:26:00,dairy,0_40
2019-09-02 07:26:00,drinks,0_41
2019-09-02 07:26:00,dairy,0_42
2019-09-02 07:26:00,fruit,0_43
2019-09-02 07:26:00,fruit,0_44
2019-09-02 07:26:00,spices,0_45
2019-09-02 07:26:00,fruit,0_46
2019-09-02 07:26:00,dairy,0_6
2019-09-02 07:27:00,drinks,0_33
2019-09-02 07:27:00,checkout,0_34
2019-09-02 07:27:00,checkout,0_39
2019-09-02 07:27:00,dairy,0_41
2019-09-02 07:27:00,checkout,0_44
2019-09-02 07:27:00,dairy,0_45
2019-09-02 07:27:00,checkout,0_46
2019-09-02 07:27:00,drinks,0_47
2019-09-02 07:27:00,drinks,0_48
2019-09-02 07:27:00,spices,0_49
2019-09-02 07:27:00,spices,0_6
2019-09-02 07:28:00,spices,0_41
2019-09-02 07:28:00,dairy,0_43
2019-09-02 07:28:00,fruit,0_47
2019-09-02 07:28:00,checkout,0_48
2019-09-02 07:28:00,checkout,0_49
2019-09-02 07:28:00,fruit,0_50
2019-09-02 07:28:00,fruit,0_51
2019-09-02 07:29:00,checkout,0_38
2019-09-02 07:29:00,spices,0_40
2019-09-02 07:29:00,drinks,0_50
2019-09-02 07:29:00,drinks,0_52
2019-09-02 07:29:00,fruit,0_53
2019-09-02 07:29:00,checkout,0_6
2019-09-02 07:30:00,checkout,0_40
2019-09-02 07:30:00,drinks,0_41
2019-09-02 07:30:00,spices,0_42
2019-09-02 07:30:00,fruit,0_45
2019-09-02 07:30:00,spices,0_54
2019-09-02 07:30:00,spices,0_55
2019-09-02 07:30:00,fruit,0_56
2019-09-02 07:30:00,fruit,0_57
2019-09-02 07:30:00,drinks,0_58
2019-09-02 07:30:00,dairy,0_59
2019-09-02 07:31:00,drinks,0_45
2019-09-02 07:31:00,spices,0_50
2019-09-02 07:31:00,dairy,0_51
2019-09-02 07:31:00,spices,0_52
2019-09-02 07:31:00,dairy,0_54
2019-09-02 07:31:00,checkout,0_57
2019-09-02 07:32:00,fruit,0_42
2019-09-02 07:32:00,dairy,0_47
2019-09-02 07:32:00,checkout,0_50
2019-09-02 07:32:00,checkout,0_53
2019-09-02 07:32:00,dairy,0_55
2019-09-02 07:32:00,checkout,0_58
2019-09-02 07:33:00,checkout,0_27
2019-09-02 07:33:00,checkout,0_33
2019-09-02 07:33:00,checkout,0_41
2019-09-02 07:33:00,dairy,0_42
2019-09-02 07:33:00,checkout,0_51
2019-09-02 07:33:00,fruit,0_52
2019-09-02 07:33:00,dairy,0_56
2019-09-02 07:33:00,fruit,0_60
2019-09-02 07:33:00,spices,0_61
2019-09-02 07:33:00,spices,0_62
2019-09-02 07:34:00,fruit,0_45
2019-09-02 07:34:00,spices,0_56
2019-09-02 07:34:00,drinks,0_61
2019-09-02 07:35:00,checkout,0_55
2019-09-02 07:35:00,drinks,0_56
2019-09-02 07:35:00,drinks,0_59
2019-09-02 07:35:00,drinks,0_60
2019-09-02 07:35:00,drinks,0_62
2019-09-02 07:36:00,dairy,0_45
2019-09-02 07:36:00,checkout,0_47
2019-09-02 07:36:00,drinks,0_52
2019-09-02 07:36:00,checkout,0_60
2019-09-02 07:37:00,fruit,0_52
2019-09-02 07:37:00,checkout,0_54
2019-09-02 07:38:00,fruit,0_59
2019-09-02 07:38:00,checkout,0_62
2019-09-02 07:39:00,fruit,0_43
2019-09-02 07:39:00,checkout,0_52
2019-09-02 07:39:00,checkout,0_59
2019-09-02 07:39:00,spices,0_63
2019-09-02 07:40:00,checkout,0_56
2019-09-02 07:40:00,drinks,0_63
2019-09-02 07:40:00,drinks,0_64
2019-09-02 07:40:00,drinks,0_65
2019-09-02 07:40:00,spices,0_66
2019-09-02 07:41:00,dairy,0_43
2019-09-02 07:41:00,checkout,0_61
2019-09-02 07:41:00,fruit,0_63
2019-09-02 07:42:00,fruit,0_64
2019-09-02 07:42:00,dairy,0_67
2019-09-02 07:42:00,spices,0_68
2019-09-02 07:42:00,fruit,0_69
2019-09-02 07:42:00,spices,0_70
2019-09-02 07:43:00,checkout,0_43
2019-09-02 07:43:00,dairy,0_63
2019-09-02 07:43:00,drinks,0_64
2019-09-02 07:43:00,drinks,0_66
2019-09-02 07:43:00,checkout,0_69
2019-09-02 07:43:00,dairy,0_71
2019-09-02 07:43:00,spices,0_72
2019-09-02 07:43:00,dairy,0_73
2019-09-02 07:43:00,spices,0_74
2019-09-02 07:43:00,spices,0_75
2019-09-02 07:44:00,checkout,0_42
2019-09-02 07:44:00,fruit,0_63
2019-09-02 07:44:00,spices,0_67
2019-09-02 07:44:00,drinks,0_70
2019-09-02 07:44:00,fruit,0_71
2019-09-02 07:44:00,checkout,0_73
2019-09-02 07:44:00,dairy,0_75
2019-09-02 07:44:00,drinks,0_76
2019-09-02 07:44:00,fruit,0_77
2019-09-02 07:44:00,spices,0_78
2019-09-02 07:44:00,dairy,0_79
2019-09-02 07:45:00,checkout,0_64
2019-09-02 07:45:00,spices,0_66
2019-09-02 07:45:00,drinks,0_68
2019-09-02 07:45:00,drinks,0_72
2019-09-02 07:45:00,fruit,0_74
2019-09-02 07:45:00,drinks,0_75
2019-09-02 07:45:00,dairy,0_78
2019-09-02 07:46:00,drinks,0_63
2019-09-02 07:46:00,dairy,0_65
2019-09-02 07:46:00,drinks,0_67
2019-09-02 07:46:00,checkout,0_74
2019-09-02 07:47:00,checkout,0_65
2019-09-02 07:47:00,checkout,0_66
2019-09-02 07:47:00,checkout,0_70
2019-09-02 07:47:00,spices,0_75
2019-09-02 07:47:00,dairy,0_80
2019-09-02 07:47:00,drinks,0_81
2019-09-02 07:47:00,drinks,0_82
2019-09-02 07:47:00,fruit,0_83
2019-09-02 07:48:00,checkout,0_63
2019-09-02 07:48:00,checkout,0_67
2019-09-02 07:48:00,fruit,0_68
2019-09-02 07:48:00,drinks,0_75
2019-09-02 07:48:00,checkout,0_78
2019-09-02 07:48:00,drinks,0_80
2019-09-02 07:48:00,fruit,0_81
2019-09-02 07:48:00,dairy,0_83
2019-09-02 07:48:00,fruit,0_84
2019-09-02 07:48:00,drinks,0_85
2019-09-02 07:49:00,dairy,0_76
2019-09-02 07:49:00,checkout,0_81
2019-09-02 07:49:00,checkout,0_83
2019-09-02 07:49:00,spices,0_85
2019-09-02 07:49:00,spices,0_86
2019-09-02 07:49:00,drinks,0_87
2019-09-02 07:49:00,dairy,0_88
2019-09-02 07:49:00,drinks,0_89
2019-09-02 07:49:00,spices,0_90
2019-09-02 07:50:00,spices,0_68
2019-09-02 07:50:00,checkout,0_75
2019-09-02 07:50:00,drinks,0_76
2019-09-02 07:50:00,drinks,0_84
2019-09-02 07:50:00,checkout,0_85
2019-09-02 07:50:00,drinks,0_86
2019-09-02 07:50:00,checkout,0_87
2019-09-02 07:50:00,checkout,0_89
2019-09-02 07:50:00,checkout,0_90
2019-09-02 07:51:00,checkout,0_71
2019-09-02 07:51:00,checkout,0_76
2019-09-02 07:51:00,spices,0_86
2019-09-02 07:52:00,checkout,0_68
2019-09-02 07:52:00,checkout,0_72
2019-09-02 07:52:00,checkout,0_77
2019-09-02 07:52:00,checkout,0_82
2019-09-02 07:52:00,fruit,0_91
2019-09-02 07:52:00,dairy,0_92
2019-09-02 07:52:00,dairy,0_93
2019-09-02 07:52:00,drinks,0_94
2019-09-02 07:53:00,drinks,0_79
2019-09-02 07:53:00,spices,0_80
2019-09-02 07:53:00,fruit,0_86
2019-09-02 07:53:00,checkout,0_93
2019-09-02 07:53:00,dairy,0_94
2019-09-02 07:53:00,drinks,0_95
2019-09-02 07:53:00,dairy,0_96
2019-09-02 07:54:00,checkout,0_79
2019-09-02 07:54:00,dairy,0_80
2019-09-02 07:54:00,spices,0_84
2019-09-02 07:54:00,checkout,0_94
2019-09-02 07:54:00,checkout,0_96
2019-09-02 07:54:00,fruit,0_97
2019-09-02 07:55:00,checkout,0_45
2019-09-02 07:55:00,dairy,0_84
2019-09-02 07:55:00,dairy,0_86
2019-09-02 07:56:00,drinks,0_100
2019-09-02 07:56:00,fruit,0_101
2019-09-02 07:56:00,dairy,0_102
2019-09-02 07:56:00,dairy,0_91
2019-09-02 07:56:00,dairy,0_98
2019-09-02 07:56:00,dairy,0_99
2019-09-02 07:57:00,fruit,0_86
2019-09-02 07:57:00,checkout,0_88
2019-09-02 07:57:00,checkout,0_92
2019-09-02 07:57:00,fruit,0_95
2019-09-02 07:57:00,drinks,0_98
2019-09-02 07:58:00,fruit,0_98
2019-09-02 07:58:00,drinks,0_99
2019-09-02 07:59:00,fruit,0_80
2019-09-02 07:59:00,checkout,0_91
2019-09-02 07:59:00,drinks,0_98
2019-09-02 08:00:00,checkout,0_101
2019-09-02 08:00:00,checkout,0_98
2019-09-02 08:00:00,spices,0_99
2019-09-02 08:01:00,checkout,0_102
2019-09-02 08:01:00,drinks,0_84
2019-09-02 08:01:00,spices,0_86
2019-09-02 08:01:00,checkout,0_97
2019-09-02 08:01:00,drinks,0_99
2019-09-02 08:02:00,dairy,0_103
2019-09-02 08:02:00,fruit,0_104
2019-09-02 08:02:00,fruit,0_105
2019-09-02 08:02:00,checkout,0_80
2019-09-02 08:02:00,checkout,0_84
2019-09-02 08:02:00,spices,0_95
2019-09-02 08:03:00,checkout,0_100
2019-09-02 08:03:00,checkout,0_105
2019-09-02 08:03:00,drinks,0_106
2019-09-02 08:03:00,dairy,0_107
2019-09-02 08:03:00,fruit,0_108
2019-09-02 08:03:00,dairy,0_95
2019-09-02 08:03:00,checkout,0_99
2019-09-02 08:04:00,drinks,0_103
2019-09-02 08:04:00,spices,0_106
2019-09-02 08:05:00,spices,0_103
2019-09-02 08:05:00,dairy,0_109
2019-09-02 08:05:00,spices,0_110
2019-09-02 08:05:00,dairy,0_86
2019-09-02 08:06:00,drinks,0_103
2019-09-02 08:06:00,checkout,0_106
2019-09-02 08:06:00,dairy,0_108
2019-09-02 08:06:00,fruit,0_111
2019-09-02 08:06:00,fruit,0_112
2019-09-02 08:06:00,dairy,0_113
2019-09-02 08:06:00,drinks,0_114
2019-09-02 08:06:00,drinks,0_86
2019-09-02 08:07:00,checkout,0_108
2019-09-02 08:07:00,dairy,0_112
2019-09-02 08:07:00,checkout,0_114
2019-09-02 08:07:00,fruit,0_115
2019-09-02 08:07:00,drinks,0_116
2019-09-02 08:07:00,fruit,0_86
2019-09-02 08:08:00,checkout,0_103
2019-09-02 08:08:00,spices,0_104
2019-09-02 08:08:00,dairy,0_110
2019-09-02 08:08:00,drinks,0_113
2019-09-02 08:08:00,checkout,0_116
2019-09-02 08:09:00,drinks,0_104
2019-09-02 08:09:00,fruit,0_113
2019-09-02 08:09:00,drinks,0_86
2019-09-02 08:10:00,dairy,0_117
2019-09-02 08:10:00,fruit,0_118
2019-09-02 08:10:00,drinks,0_119
2019-09-02 08:11:00,spices,0_104
2019-09-02 08:11:00,checkout,0_110
2019-09-02 08:11:00,checkout,0_113
2019-09-02 08:11:00,checkout,0_119
2019-09-02 08:11:00,spices,0_120
2019-09-02 08:11:00,dairy,0_121
2019-09-02 08:11:00,dairy,0_122
2019-09-02 08:12:00,dairy,0_104
2019-09-02 08:12:00,spices,0_117
2019-09-02 08:12:00,checkout,0_118
2019-09-02 08:12:00,checkout,0_86
2019-09-02 08:13:00,dairy,0_111
2019-09-02 08:13:00,checkout,0_112
2019-09-02 08:13:00,drinks,0_123
2019-09-02 08:14:00,checkout,0_115
2019-09-02 08:14:00,dairy,0_120
2019-09-02 08:14:00,fruit,0_124
2019-09-02 08:14:00,fruit,0_125
2019-09-02 08:14:00,fruit,0_126
2019-09-02 08:15:00,fruit,0_104
2019-09-02 08:15:00,checkout,0_111
2019-09-02 08:15:00,checkout,0_120
2019-09-02 08:16:00,drinks,0_117
2019-09-02 08:16:00,checkout,0_121
2019-09-02 08:16:00,drinks,0_122
2019-09-02 08:16:00,checkout,0_124
2019-09-02 08:16:00,checkout,0_125
2019-09-02 08:16:00,spices,0_127
2019-09-02 08:16:00,fruit,0_128
2019-09-02 08:16:00,spices,0_129
2019-09-02 08:16:00,drinks,0_130
2019-09-02 08:17:00,checkout,0_117
2019-09-02 08:17:00,checkout,0_122
2019-09-02 08:17:00,dairy,0_123
2019-09-02 08:17:00,fruit,0_127
2019-09-02 08:17:00,checkout,0_129
2019-09-02 08:18:00,spices,0_107
2019-09-02 08:18:00,checkout,0_123
2019-09-02 08:18:00,spices,0_127
2019-09-02 08:18:00,checkout,0_130
2019-09-02 08:19:00,checkout,0_107
2019-09-02 08:19:00,checkout,0_127
2019-09-02 08:20:00,dairy,0_131
2019-09-02 08:21:00,checkout,0_126
2019-09-02 08:21:00,checkout,0_131
2019-09-02 08:21:00,fruit,0_132
2019-09-02 08:22:00,checkout,0_128
2019-09-02 08:22:00,dairy,0_133
2019-09-02 08:22:00,drinks,0_134
2019-09-02 08:22:00,dairy,0_135
2019-09-02 08:22:00,dairy,0_136
2019-09-02 08:22:00,fruit,0_137
2019-09-02 08:22:00,fruit,0_138
2019-09-02 08:22:00,dairy,0_139
2019-09-02 08:22:00,fruit,0_140
2019-09-02 08:22:00,checkout,0_95
2019-09-02 08:23:00,checkout,0_132
2019-09-02 08:23:00,dairy,0_138
2019-09-02 08:23:00,fruit,0_141
2019-09-02 08:23:00,dairy,0_142
2019-09-02 08:23:00,dairy,0_143
2019-09-02 08:24:00,checkout,0_104
2019-09-02 08:24:00,spices,0_138
2019-09-02 08:25:00,drinks,0_133
2019-09-02 08:25:00,drinks,0_138
2019-09-02 08:25:00,checkout,0_139
2019-09-02 08:25:00,checkout,0_140
2019-09-02 08:25:00,checkout,0_141
2019-09-02 08:26:00,checkout,0_134
2019-09-02 08:26:00,checkout,0_135
2019-09-02 08:26:00,drinks,0_136
2019-09-02 08:26:00,checkout,0_137
2019-09-02 08:26:00,drinks,0_143
2019-09-02 08:26:00,drinks,0_144
2019-09-02 08:26:00,drinks,0_145
2019-09-02 08:26:00,dairy,0_146
2019-09-02 08:27:00,fruit,0_136
2019-09-02 08:27:00,checkout,0_143
2019-09-02 08:27:00,checkout,0_145
2019-09-02 08:28:00,checkout,0_136
2019-09-02 08:28:00,drinks,0_142
2019-09-02 08:28:00,spices,0_146
2019-09-02 08:28:00,dairy,0_147
2019-09-02 08:28:00,spices,0_148
2019-09-02 08:28:00,spices,0_149
2019-09-02 08:29:00,checkout,0_138
2019-09-02 08:29:00,drinks,0_146
2019-09-02 08:29:00,fruit,0_149
2019-09-02 08:29:00,dairy,0_150
2019-09-02 08:29:00,dairy,0_151
2019-09-02 08:30:00,checkout,0_142
2019-09-02 08:30:00,fruit,0_147
2019-09-02 08:30:00,checkout,0_148
2019-09-02 08:31:00,spices,0_144
2019-09-02 08:31:00,spices,0_146
2019-09-02 08:31:00,spices,0_147
2019-09-02 08:31:00,fruit,0_152
2019-09-02 08:31:00,dairy,0_153
2019-09-02 08:31:00,dairy,0_154
2019-09-02 08:31:00,drinks,0_155
2019-09-02 08:32:00,fruit,0_147
2019-09-02 08:32:00,checkout,0_149
2019-09-02 08:32:00,checkout,0_155
2019-09-02 08:32:00,fruit,0_156
2019-09-02 08:32:00,spices,0_157
2019-09-02 08:33:00,spices,0_109
2019-09-02 08:33:00,spices,0_133
2019-09-02 08:33:00,checkout,0_146
2019-09-02 08:33:00,checkout,0_152
2019-09-02 08:33:00,checkout,0_153
2019-09-02 08:33:00,spices,0_154
2019-09-02 08:33:00,checkout,0_156
2019-09-02 08:33:00,drinks,0_158
2019-09-02 08:33:00,drinks,0_159
2019-09-02 08:33:00,fruit,0_160
2019-09-02 08:34:00,drinks,0_109
2019-09-02 08:34:00,drinks,0_147
2019-09-02 08:34:00,drinks,0_150
2019-09-02 08:34:00,fruit,0_151
2019-09-02 08:34:00,fruit,0_159
2019-09-02 08:34:00,dairy,0_161
2019-09-02 08:34:00,spices,0_162
2019-09-02 08:34:00,drinks,0_163
2019-09-02 08:34:00,fruit,0_164
2019-09-02 08:35:00,drinks,0_144
2019-09-02 08:35:00,checkout,0_150
2019-09-02 08:35:00,dairy,0_157
2019-09-02 08:35:00,spices,0_158
2019-09-02 08:35:00,drinks,0_160
2019-09-02 08:35:00,drinks,0_161
2019-09-02 08:35:00,fruit,0_162
2019-09-02 08:35:00,spices,0_163
2019-09-02 08:35:00,fruit,0_165
2019-09-02 08:36:00,dairy,0_133
2019-09-02 08:36:00,checkout,0_144
2019-09-02 08:36:00,drinks,0_154
2019-09-02 08:36:00,drinks,0_158
2019-09-02 08:36:00,dairy,0_163
2019-09-02 08:36:00,dairy,0_164
2019-09-02 08:37:00,fruit,0_109
2019-09-02 08:37:00,spices,0_161
2019-09-02 08:37:00,dairy,0_166
2019-09-02 08:37:00,spices,0_167
2019-09-02 08:38:00,checkout,0_147
2019-09-02 08:38:00,fruit,0_154
2019-09-02 08:38:00,checkout,0_157
2019-09-02 08:38:00,spices,0_159
2019-09-02 08:38:00,checkout,0_162
2019-09-02 08:38:00,dairy,0_167
2019-09-02 08:38:00,drinks,0_168
2019-09-02 08:39:00,dairy,0_109
2019-09-02 08:39:00,checkout,0_151
2019-09-02 08:39:00,drinks,0_161
2019-09-02 08:39:00,fruit,0_167
2019-09-02 08:39:00,drinks,0_169
2019-09-02 08:40:00,checkout,0_160
2019-09-02 08:40:00,spices,0_168
2019-09-02 08:40:00,fruit,0_170
2019-09-02 08:40:00,spices,0_171
2019-09-02 08:40:00,drinks,0_172
2019-09-02 08:40:00,drinks,0_173
2019-09-02 08:40:00,fruit,0_174
2019-09-02 08:41:00,spices,0_133
2019-09-02 08:41:00,drinks,0_154
2019-09-02 08:41:00,spices,0_161
2019-09-02 08:41:00,checkout,0_164
2019-09-02 08:41:00,dairy,0_167
2019-09-02 08:41:00,checkout,0_168
2019-09-02 08:41:00,dairy,0_171
2019-09-02 08:41:00,drinks,0_175
2019-09-02 08:41:00,drinks,0_176
2019-09-02 08:42:00,drinks,0_163
2019-09-02 08:42:00,dairy,0_165
2019-09-02 08:42:00,drinks,0_167
2019-09-02 08:42:00,spices,0_169
2019-09-02 08:42:00,spices,0_172
2019-09-02 08:42:00,checkout,0_175
2019-09-02 08:42:00,fruit,0_176
2019-09-02 08:43:00,fruit,0_154
2019-09-02 08:43:00,drinks,0_165
2019-09-02 08:43:00,checkout,0_170
2019-09-02 08:43:00,fruit,0_177
2019-09-02 08:43:00,fruit,0_178
2019-09-02 08:43:00,spices,0_179
2019-09-02 08:43:00,fruit,0_180
2019-09-02 08:43:00,fruit,0_181
2019-09-02 08:43:00,dairy,0_182
2019-09-02 08:43:00,fruit,0_183
2019-09-02 08:44:00,spices,0_109
2019-09-02 08:44:00,spices,0_154
2019-09-02 08:44:00,drinks,0_159
2019-09-02 08:44:00,checkout,0_166
2019-09-02 08:44:00,checkout,0_169
2019-09-02 08:44:00,checkout,0_171
2019-09-02 08:44:00,checkout,0_174
2019-09-02 08:44:00,checkout,0_176
2019-09-02 08:44:00,dairy,0_181
2019-09-02 08:44:00,checkout,0_183
2019-09-02 08:44:00,drinks,0_184
2019-09-02 08:45:00,fruit,0_109
2019-09-02 08:45:00,dairy,0_133
2019-09-02 08:45:00,checkout,0_158
2019-09-02 08:45:00,fruit,0_159
2019-09-02 08:45:00,checkout,0_173
2019-09-02 08:45:00,checkout,0_177
2019-09-02 08:45:00,drinks,0_179
2019-09-02 08:45:00,checkout,0_181
2019-09-02 08:45:00,spices,0_182
2019-09-02 08:45:00,spices,0_184
2019-09-02 08:46:00,spices,0_109
2019-09-02 08:46:00,fruit,0_133
2019-09-02 08:46:00,dairy,0_154
2019-09-02 08:46:00,checkout,0_159
2019-09-02 08:46:00,dairy,0_161
2019-09-02 08:46:00,dairy,0_172
2019-09-02 08:46:00,drinks,0_178
2019-09-02 08:46:00,checkout,0_179
2019-09-02 08:46:00,dairy,0_182
2019-09-02 08:46:00,drinks,0_184
2019-09-02 08:46:00,dairy,0_185
2019-09-02 08:46:00,dairy,0_186
2019-09-02 08:46:00,drinks,0_187
2019-09-02 08:47:00,checkout,0_133
2019-09-02 08:47:00,checkout,0_161
2019-09-02 08:47:00,spices,0_167
2019-09-02 08:47:00,fruit,0_184
2019-09-02 08:47:00,fruit,0_188
2019-09-02 08:47:00,dairy,0_189
2019-09-02 08:47:00,spices,0_190
2019-09-02 08:47:00,dairy,0_191
2019-09-02 08:48:00,drinks,0_109
2019-09-02 08:48:00,fruit,0_167
2019-09-02 08:48:00,checkout,0_184
2019-09-02 08:48:00,spices,0_187
2019-09-02 08:48:00,spices,0_189
2019-09-02 08:48:00,dairy,0_190
2019-09-02 08:48:00,dairy,0_192
2019-09-02 08:48:00,drinks,0_193
2019-09-02 08:48:00,drinks,0_194
2019-09-02 08:48:00,dairy,0_195
2019-09-02 08:49:00,checkout,0_178
2019-09-02 08:49:00,dairy,0_180
2019-09-02 08:49:00,drinks,0_189
2019-09-02 08:49:00,checkout,0_194
2019-09-02 08:50:00,checkout,0_109
2019-09-02 08:50:00,checkout,0_165
2019-09-02 08:50:00,checkout,0_172
2019-09-02 08:50:00,checkout,0_180
2019-09-02 08:50:00,checkout,0_182
2019-09-02 08:50:00,checkout,0_185
2019-09-02 08:50:00,dairy,0_187
2019-09-02 08:50:00,checkout,0_188
2019-09-02 08:50:00,fruit,0_195
2019-09-02 08:50:00,dairy,0_196
2019-09-02 08:51:00,checkout,0_163
2019-09-02 08:51:00,fruit,0_187
2019-09-02 08:51:00,checkout,0_193
2019-09-02 08:51:00,drinks,0_195
2019-09-02 08:51:00,spices,0_196
2019-09-02 08:51:00,fruit,0_197
2019-09-02 08:51:00,fruit,0_198
2019-09-02 08:51:00,fruit,0_199
2019-09-02 08:51:00,fruit,0_200
2019-09-02 08:51:00,fruit,0_201
2019-09-02 08:52:00,fruit,0_189
2019-09-02 08:52:00,checkout,0_195
2019-09-02 08:52:00,dairy,0_201
2019-09-02 08:53:00,checkout,0_154
2019-09-02 08:53:00,drinks,0_191
2019-09-02 08:53:00,fruit,0_196
2019-09-02 08:53:00,checkout,0_198
2019-09-02 08:54:00,checkout,0_187
2019-09-02 08:54:00,checkout,0_189
2019-09-02 08:54:00,checkout,0_190
2019-09-02 08:54:00,spices,0_191
2019-09-02 08:55:00,drinks,0_192
2019-09-02 08:55:00,spices,0_197
2019-09-02 08:55:00,dairy,0_199
2019-09-02 08:55:00,checkout,0_201
2019-09-02 08:55:00,dairy,0_202
2019-09-02 08:55:00,spices,0_203
2019-09-02 08:55:00,dairy,0_204
2019-09-02 08:55:00,fruit,0_205
2019-09-02 08:55:00,fruit,0_206
2019-09-02 08:55:00,fruit,0_207
2019-09-02 08:56:00,dairy,0_191
2019-09-02 08:56:00,checkout,0_197
2019-09-02 08:56:00,drinks,0_203
2019-09-02 08:56:00,checkout,0_204
2019-09-02 08:56:00,dairy,0_208
2019-09-02 08:56:00,fruit,0_209
2019-09-02 08:56:00,fruit,0_210
2019-09-02 08:57:00,fruit,0_186
2019-09-02 08:57:00,checkout,0_191
2019-09-02 08:57:00,checkout,0_196
2019-09-02 08:57:00,checkout,0_200
2019-09-02 08:57:00,drinks,0_205
2019-09-02 08:57:00,checkout,0_207
2019-09-02 08:57:00,checkout,0_209
2019-09-02 08:58:00,dairy,0_186
2019-09-02 08:58:00,checkout,0_202
